File Created
.82119,W,1.454,246.08,070819,,,A*7F
$GPRMC,200255.00,A,3932.35876,N,11948.82158,W,2.031,246.59,070819,,,A*70
$GPRMC,200256.00,A,3932.35859,N,11948.82220,W,2.202,251.92,070819,,,A*71
$GPRMC,200257.00,A,3932.35842,N,11948.82286,W,1.836,252.34,070819,,,D*72
$GPRMC,200258.00,A,3932.35832,N,11948.82330,W,1.869,258.07,070819,,,D*76
$GPRMC,200259.00,A,3932.35811,N,11948.82373,W,1.098,256.55,070819,,,D*7E
$GPRMC,200300.00,A,3932.35807,N,11948.82401,W,0.910,246.27,070819,,,D*7A
$GPRMC,200301.00,A,3932.35782,N,11948.82447,W,1.411,243.53,070819,,,D*70
$GPRMC,200302.00,A,3932.35764,N,11948.82484,W,1.226,241.38,070819,,,D*79
$GPRMC,200303.00,A,3932.35744,N,11948.82506,W,1.208,249.64,070819,,,D*7C
$GPRMC,200304.00,A,3932.35748,N,11948.82578,W,1.663,258.93,070819,,,D*7F
$GPRMC,200305.00,A,3932.35739,N,11948.82620,W,1.167,255.74,070819,,,D*71
$GPRMC,200306.00,A,3932.35725,N,11948.82642,W,0.794,,070819,,,D*6F
$GPRMC,200307.00,A,3932.35716,N,11948.82690,W,1.514,251.58,070819,,,D*7F
$GPRMC,200308.00,A,3932.35693,N,11948.82742,W,1.336,250.56,070819,,,D*7B
$GPRMC,200309.00,A,3932.35673,N,11948.82778,W,1.038,251.36,070819,,,D*77
$GPRMC,200310.00,A,3932.35645,N,11948.82826,W,2.096,242.70,070819,,,D*79
$GPRMC,200311.00,A,3932.35624,N,11948.82902,W,2.136,247.97,070819,,,D*7F
$GPRMC,200312.00,A,3932.35617,N,11948.82984,W,1.965,250.52,070819,,,D*70
$GPRMC,200313.00,A,3932.35623,N,11948.83131,W,2.542,256.95,070819,,,D*76
$GPRMC,200314.00,A,3932.35611,N,11948.83183,W,1.164,256.31,070819,,,D*74
$GPRMC,200315.00,A,3932.35599,N,11948.83260,W,2.151,255.39,070819,,,D*76
$GPRMC,200316.00,A,3932.35586,N,11948.83352,W,2.567,253.27,070819,,,D*73
$GPRMC,200317.00,A,3932.35581,N,11948.83476,W,2.366,254.47,070819,,,D*72
$GPRMC,200318.00,A,3932.35554,N,11948.83561,W,2.561,255.33,070819,,,D*71
$GPRMC,200319.00,A,3932.35557,N,11948.83701,W,3.178,257.67,070819,,,D*79
$GPRMC,200320.00,A,3932.35557,N,11948.83838,W,2.844,260.56,070819,,,D*77
$GPRMC,200321.00,A,3932.35547,N,11948.83975,W,2.943,262.85,070819,,,D*75
$GPRMC,200322.00,A,3932.35539,N,11948.84116,W,2.862,260.62,070819,,,D*7C
$GPRMC,200323.00,A,3932.35534,N,11948.84226,W,2.374,260.37,070819,,,D*7C
$GPRMC,200324.00,A,3932.35520,N,11948.84336,W,2.737,260.73,070819,,,D*7D
$GPRMC,200325.00,A,3932.35504,N,11948.84445,W,3.015,260.86,070819,,,D*75
$GPRMC,200326.00,A,3932.35484,N,11948.84550,W,2.793,256.67,070819,,,D*78
$GPRMC,200327.00,A,3932.35475,N,11948.84638,W,2.848,258.27,070819,,,D*79
$GPRMC,200328.00,A,3932.35467,N,11948.84759,W,3.014,261.67,070819,,,D*7D
$GPRMC,200329.00,A,3932.35449,N,11948.84865,W,2.808,258.65,070819,,,D*7C
$GPRMC,200330.00,A,3932.35416,N,11948.84957,W,2.636,252.96,070819,,,D*7B
$GPRMC,200331.00,A,3932.35377,N,11948.85040,W,2.561,247.02,070819,,,D*7C
$GPRMC,200332.00,A,3932.35335,N,11948.85129,W,2.699,243.80,070819,,,D*7D
$GPRMC,200333.00,A,3932.35326,N,11948.85255,W,3.027,252.48,070819,,,D*70
$GPRMC,200334.00,A,3932.35315,N,11948.85377,W,2.774,251.96,070819,,,D*76
$GPRMC,200335.00,A,3932.35296,N,11948.85491,W,3.074,254.45,070819,,,D*7F
$GPRMC,200336.00,A,3932.35286,N,11948.85612,W,3.004,257.70,070819,,,D*76
$GPRMC,200337.00,A,3932.35277,N,11948.85720,W,2.726,258.87,070819,,,D*78
$GPRMC,200338.00,A,3932.35264,N,11948.85812,W,2.444,256.47,070819,,,D*7E
$GPRMC,200339.00,A,3932.35275,N,11948.85914,W,2.561,258.66,070819,,,D*73
$GPRMC,200340.00,A,3932.35258,N,11948.86014,W,2.635,258.57,070819,,,D*78
$GPRMC,200341.00,A,3932.35234,N,11948.86118,W,2.819,254.90,070819,,,D*79
$GPRMC,200342.00,A,3932.35217,N,11948.86219,W,2.988,254.79,070819,,,D*77
$GPRMC,200343.00,A,3932.35199,N,11948.86331,W,2.869,255.43,070819,,,D*7E
$GPRMC,200344.00,A,3932.35177,N,11948.86442,W,3.176,253.30,070819,,,D*7E
$GPRMC,200345.00,A,3932.35169,N,11948.86556,W,2.803,258.40,070819,,,D*72
$GPRMC,200346.00,A,3932.35159,N,11948.86654,W,2.510,257.91,070819,,,D*7F
$GPRMC,200347.00,A,3932.35139,N,11948.86746,W,2.711,255.01,070819,,,D*72
$GPRMC,200348.00,A,3932.35119,N,11948.86838,W,2.639,254.66,070819,,,D*72
$GPRMC,200349.00,A,3932.35098,N,11948.86932,W,2.811,254.35,070819,,,D*72
$GPRMC,200350.00,A,3932.35085,N,11948.87026,W,2.907,259.26,070819,,,D*72
$GPRMC,200351.00,A,3932.35078,N,11948.87124,W,2.604,260.93,070819,,,D*7A
$GPRMC,200352.00,A,3932.35052,N,11948.87221,W,2.892,255.42,070819,,,D*7C
$GPRMC,200353.00,A,3932.35031,N,11948.87314,W,2.581,254.06,070819,,,D*71
$GPRMC,200354.00,A,3932.35020,N,11948.87405,W,2.509,258.50,070819,,,D*7E
$GPRMC,200355.00,A,3932.34999,N,11948.87496,W,2.616,253.36,070819,,,D*79
$GPRMC,200356.00,A,3932.34993,N,11948.87585,W,2.424,264.61,070819,,,D*76
$GPRMC,200357.00,A,3932.34991,N,11948.87673,W,2.378,261.80,070819,,,D*7B
$GPRMC,200358.00,A,3932.34976,N,11948.87769,W,2.625,259.92,070819,,,D*72
$GPRMC,200359.00,A,3932.34964,N,11948.87865,W,2.680,262.57,070819,,,D*7D
$GPRMC,200400.00,A,3932.34950,N,11948.87952,W,2.358,261.89,070819,,,D*74
$GPRMC,200401.00,A,3932.34937,N,11948.88030,W,2.044,263.39,070819,,,D*71
$GPRMC,200402.00,A,3932.34954,N,11948.88083,W,1.299,269.04,070819,,,D*7A
$GPRMC,200403.00,A,3932.34982,N,11948.88127,W,1.635,297.16,070819,,,D*7F
$GPRMC,200404.00,A,3932.35021,N,11948.88140,W,1.426,318.24,070819,,,D*7F
