File Created
,N,11948.79692,W,0.082,,070819,,,D*61
$GPRMC,195807.00,A,3932.36497,N,11948.79690,W,0.065,,070819,,,D*61
$GPRMC,195808.00,A,3932.36488,N,11948.79685,W,0.011,,070819,,,D*67
$GPRMC,195809.00,A,3932.36480,N,11948.79685,W,0.050,,070819,,,D*6B
$GPRMC,195810.00,A,3932.36472,N,11948.79685,W,0.026,,070819,,,D*6F
$GPRMC,195811.00,A,3932.36464,N,11948.79685,W,0.028,,070819,,,D*67
$GPRMC,195812.00,A,3932.36461,N,11948.79685,W,0.094,,070819,,,D*66
$GPRMC,195813.00,A,3932.36458,N,11948.79688,W,0.052,,070819,,,D*6A
$GPRMC,195814.00,A,3932.36454,N,11948.79690,W,0.008,,070819,,,D*67
$GPRMC,195815.00,A,3932.36450,N,11948.79689,W,0.057,,070819,,,D*60
$GPRMC,195816.00,A,3932.36444,N,11948.79692,W,0.064,,070819,,,D*6C
$GPRMC,195817.00,A,3932.36438,N,11948.79695,W,0.014,,070819,,,D*66
$GPRMC,195818.00,A,3932.36431,N,11948.79694,W,0.052,,070819,,,D*63
$GPRMC,195819.00,A,3932.36427,N,11948.79689,W,0.032,,070819,,,D*6F
$GPRMC,195820.00,A,3932.36423,N,11948.79684,W,0.044,,070819,,,D*6D
$GPRMC,195821.00,A,3932.36418,N,11948.79682,W,0.035,,070819,,,D*64
$GPRMC,195822.00,A,3932.36413,N,11948.79678,W,0.031,,070819,,,D*6D
$GPRMC,195823.00,A,3932.36409,N,11948.79676,W,0.018,,070819,,,D*62
$GPRMC,195824.00,A,3932.36405,N,11948.79675,W,0.012,,070819,,,D*60
$GPRMC,195825.00,A,3932.36402,N,11948.79673,W,0.021,,070819,,,D*60
$GPRMC,195826.00,A,3932.36400,N,11948.79674,W,0.035,,070819,,,D*63
$GPRMC,195827.00,A,3932.36397,N,11948.79673,W,0.049,,070819,,,D*67
$GPRMC,195828.00,A,3932.36394,N,11948.79675,W,0.028,,070819,,,D*6A
$GPRMC,195829.00,A,3932.36392,N,11948.79677,W,0.024,,070819,,,D*63
$GPRMC,195830.00,A,3932.36395,N,11948.79678,W,0.390,,070819,,,D*6F
$GPRMC,195831.00,A,3932.36405,N,11948.79677,W,0.540,32.41,070819,,,D*4E
$GPRMC,195832.00,A,3932.36407,N,11948.79679,W,0.171,,070819,,,D*6D
$GPRMC,195833.00,A,3932.36404,N,11948.79681,W,0.071,,070819,,,D*69
$GPRMC,195834.00,A,3932.36401,N,11948.79688,W,0.129,,070819,,,D*6E
$GPRMC,195835.00,A,3932.36399,N,11948.79689,W,0.163,,070819,,,D*66
